gid,pop2009,county,subcounty,ward,uid,scuid,cuid,voters,david_waih,george_waj,raila_odin,reuben_kig,william_ru
2269,22735,Bomet,Konoin Sub County,Kimulot Ward,OFb6pB88hNT,PLFoYJO8MVS,HMNARUV2CW4,,,,,,
2270,30734,Bomet,Konoin Sub County,Mogogosiek Ward,rWijSZrVU5U,PLFoYJO8MVS,HMNARUV2CW4,,,,,,
2271,31964,Bomet,Konoin Sub County,Boito Ward,w8SzXPBdjgq,PLFoYJO8MVS,HMNARUV2CW4,,,,,,
2272,33920,Bomet,Konoin Sub County,Embomos Ward,QMzAkzZkH34,PLFoYJO8MVS,HMNARUV2CW4,,,,,,
2273,23724,Kisii,Bomachoge Borabu Sub County,BOMBABA BORABU,q6eyMKDnFA0,ntRK47D5dYL,sPkRcDvhGWA,,,,,,
1775,24969,Nakuru,Rongai  Sub County,Soin Ward,RLv6Wg2Eo8m,OK0hW8DFHq3,ob6SxuRcqU4,,,,,,
757,35085,NANDI,Aldai Sub County,Kemeloi-maraba Ward,H2b8KHTcJqM,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
758,26539,NANDI,Aldai Sub County,Kobujoi Ward,YxP90gGjD63,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
759,24464,NANDI,Aldai Sub County,Kaptumo/kaboi Ward,qj48MUGxhs9,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
760,19905,NANDI,Aldai Sub County,Koyo/ndurio Ward,UBMIBBujflT,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
761,33545,NANDI,Nandi East Sub County,Nandi hills Ward,iWDqdgd87nd,W6Err8cQf5J,t0J75eHKxz5,,,,,,
762,36775,NANDI,Nandi East Sub County,Chepkunyuk Ward,O4tmt5AWnNr,W6Err8cQf5J,t0J75eHKxz5,,,,,,
119,13322,TAITA TAVETA,Wundanyi Sub County,Mwanda/mgange Ward,RXoThrI8OjU,AM36DdkZ36Y,QyGNX2DpR4h,,,,,,
120,10805,TAITA TAVETA,Mwatate Sub County,Ronge Ward,px49ejbHkuk,IBDoGsLdhvt,QyGNX2DpR4h,,,,,,
305,30160,THARAKA-NITHI,Igambang'ombe Sub County,Igambang`ombe Ward,SYuNHyY118o,yXwsnpFBIPW,T4urHM47nlm,,,,,,
767,23354,NANDI,Chesumei Sub County,Lelmoko/ngechek Ward,iZNVvlnVxm6,xLWuQq3DjOR,t0J75eHKxz5,,,,,,
121,14508,TAITA TAVETA,Mwatate Sub County,Mwatate Ward,i6WDSy6LjRp,IBDoGsLdhvt,QyGNX2DpR4h,,,,,,
124,13282,TAITA TAVETA,Mwatate Sub County,Wusi/kishamba Ward,Xc5oMwMoQcz,IBDoGsLdhvt,QyGNX2DpR4h,,,,,,
329,16728,EMBU,Mbeere North  Sub County,Muminji Ward,HpGxgPszuYN,eYBXetGx8xF,PFu8alU2KWG,,,,,,
330,45582,EMBU,Mbeere North  Sub County,Evurore Ward,LlyKi6c8KbT,eYBXetGx8xF,PFu8alU2KWG,,,,,,
1782,28011,Nakuru,Nakuru North  Sub County,Lanet/umoja Ward,uojD9lkbubw,nwh9bXKykiS,ob6SxuRcqU4,,,,,,
770,21283,NANDI,Emgwen Sub County,Chepkumia Ward,J5JM3Ud8ASG,Njv37QXxNy2,t0J75eHKxz5,,,,,,
1783,30965,Nakuru,Nakuru North  Sub County,Bahati Ward,oK2KwbL5Dzx,nwh9bXKykiS,ob6SxuRcqU4,,,,,,
1786,70352,Nakuru,Nakuru West  Sub County,Kaptembwo Ward,q6DoWWo1dCR,KTayLusaU5I,ob6SxuRcqU4,,,,,,
479,27652,NYERI,Mathira East Sub County,Iriaini Ward,kgPF6QHfrWT,vznKK4IegIL,ptWVfaCIdVx,,,,,,
480,21959,NYERI,Mathira East Sub County,Konyu Ward,rGu0Fh2c3kI,vznKK4IegIL,ptWVfaCIdVx,,,,,,
772,35962,NANDI,Emgwen Sub County,Kapsabet Ward,VjsUVNylWoY,Njv37QXxNy2,t0J75eHKxz5,,,,,,
773,48845,NANDI,Emgwen Sub County,Kilibwoni Ward,kHfVrUAnNlI,Njv37QXxNy2,t0J75eHKxz5,,,,,,
1810,41678,Mombasa,Nyali  Sub County,Frere Town Ward,EDosdjVkXb6,sr8WEz03EnP,wsBsC6gjHvn,,,,,,
481,28898,NYERI,Mathira West Sub County,Kirimukuyu Ward,xPtYtS4uaVJ,msIc1uFAY6B,ptWVfaCIdVx,,,,,,
1787,8956,Nakuru,Nakuru West  Sub County,Kapkures Ward,pZuA4cJd4bl,KTayLusaU5I,ob6SxuRcqU4,,,,,,
662,11905,SAMBURU,Samburu Central Sub County,Suguta Marmar Ward,i5te7PTlUjg,EmQRGVtvWy3,o36zCRjSd4G,,,,,,
1788,24596,Nakuru,Nakuru West  Sub County,Rhoda Ward,eQNgjFoG2ct,KTayLusaU5I,ob6SxuRcqU4,,,,,,
1789,17989,Nakuru,Nakuru West  Sub County,Shaabab Ward,lTh2MSvx02l,KTayLusaU5I,ob6SxuRcqU4,,,,,,
747,14457,ELGEYO-MARAKWET,Keiyo South Sub County,Soy North Ward,k3OQIur2Wia,SOEG546PqbA,MqnLxQBigG0,,,,,,
748,20370,ELGEYO-MARAKWET,Keiyo South Sub County,Soy South Ward,SZAo3nP3jDj,SOEG546PqbA,MqnLxQBigG0,,,,,,
1790,35916,Nakuru,Nakuru East  Sub County,Biashara Ward,BA2zKL0pmeI,FBJ9Y11esHS,ob6SxuRcqU4,,,,,,
755,22807,NANDI,Aldai Sub County,Kabwareng Ward,Wh8ROphCMld,Sq2fLWnOCGg,t0J75eHKxz5,,,,,,
778,18651,NANDI,Mosop Sub County,Ndalat Ward,JsaOcykkym2,Xtb7tbJpk9p,t0J75eHKxz5,,,,,,
1791,20574,Nakuru,Nakuru East  Sub County,Kivumbini Ward,OFGHDVtVGOl,FBJ9Y11esHS,ob6SxuRcqU4,,,,,,
1792,31733,Nakuru,Nakuru East  Sub County,Flamingo Ward,QIMIjxzpGyb,FBJ9Y11esHS,ob6SxuRcqU4,,,,,,
1793,32926,Nakuru,Nakuru East  Sub County,Menengai Ward,sJ50zpy9iBV,FBJ9Y11esHS,ob6SxuRcqU4,,,,,,
781,23669,BARINGO,Tiaty Sub County,Tirioko Ward,HTbw8gm6kms,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
782,19499,BARINGO,Tiaty Sub County,Kolowa Ward,LTWLjOZQMqk,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
783,14572,BARINGO,Tiaty Sub County,Ribkwo Ward,XLsFzNATUQ2,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
784,21947,BARINGO,Tiaty Sub County,Silale Ward,k2oUoGgQ9Nd,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
785,13885,BARINGO,Tiaty Sub County,Loiyamorok Ward,A7kJTCLxqNq,Mk4bMOSMRTB,vvOK1BxTbet,,,,,,
1813,33417,Mombasa,Nyali  Sub County,Kongowea Ward,LMCJ2zXfHyL,sr8WEz03EnP,wsBsC6gjHvn,,,,,,
814,42629,LAIKIPIA,Laikipia West Sub County,Marmanet Ward,OhvgVomhsMZ,pXbWrnFPpKb,xuFdFy6t9AH,,,,,,
815,69491,LAIKIPIA,Laikipia West Sub County,Igwamiti Ward,q38k1nKzsRS,pXbWrnFPpKb,xuFdFy6t9AH,,,,,,
816,23876,LAIKIPIA,Laikipia West Sub County,Salama Ward,vU9560o42tL,pXbWrnFPpKb,xuFdFy6t9AH,,,,,,
817,23978,LAIKIPIA,Laikipia East Sub County,Ngobit Ward,pxHH7AAkfR6,pF6qPMIlHte,xuFdFy6t9AH,,,,,,
818,27062,LAIKIPIA,Laikipia East Sub County,Tigithi Ward,ccNXklFrzuP,pF6qPMIlHte,xuFdFy6t9AH,,,,,,
819,20836,LAIKIPIA,Laikipia East Sub County,Thingithu Ward,AMlucMGQuxK,pF6qPMIlHte,xuFdFy6t9AH,,,,,,
820,28485,LAIKIPIA,Laikipia East Sub County,Nanyuki Ward,DpYpJ6E1vRc,pF6qPMIlHte,xuFdFy6t9AH,,,,,,
1821,32100,Mombasa,Mvita  Sub County,Tudor Ward,oLZDP6nDlYc,C1xuoa1NAMm,wsBsC6gjHvn,,,,,,
1777,27047,Nakuru,Rongai  Sub County,Mosop Ward,PUv9Q5hrTYP,OK0hW8DFHq3,ob6SxuRcqU4,,,,,,
1778,18867,Nakuru,Rongai  Sub County,Solai Ward,qjDeBQFEB19,OK0hW8DFHq3,ob6SxuRcqU4,,,,,,
117,8676,TAITA TAVETA,Wundanyi Sub County,Werugha Ward,vwpMqmZzByo,AM36DdkZ36Y,QyGNX2DpR4h,,,,,,
1784,7404,Nakuru,Nakuru West  Sub County,Barut Ward,pfFWXloU0jC,KTayLusaU5I,ob6SxuRcqU4,,,,,,
1785,23583,Nakuru,Nakuru West  Sub County,London Ward,LdShr7Egg6N,KTayLusaU5I,ob6SxuRcqU4,,,,,,
1799,30110,Mombasa,Changamwe Sub County,Chaani Ward,PeLH4hGTO17,OvI6w06DhPJ,wsBsC6gjHvn,,,,,,
911,41641,KAJIADO,Kajiado North Sub County,Olkeri Ward,RHwexebB7PD,BLz1HkvvMkA,Hsk1YV8kHkT,,,,,,
912,44678,KAJIADO,Kajiado North Sub County,Ongata rongai Ward,RZsWJRZ4mIG,BLz1HkvvMkA,Hsk1YV8kHkT,,,,,,
913,55406,KAJIADO,Kajiado North Sub County,Nkaimurunya Ward,pp24Rb9gQ9W,BLz1HkvvMkA,Hsk1YV8kHkT,,,,,,
914,33754,KAJIADO,Kajiado North Sub County,Oloolua Ward,xvmwT1IuPuK,BLz1HkvvMkA,Hsk1YV8kHkT,,,,,,
915,18091,KAJIADO,Kajiado North Sub County,Ngong Ward,nioMzFVoQ7l,BLz1HkvvMkA,Hsk1YV8kHkT,,,,,,
916,5342,KAJIADO,Kajiado Central Sub County,Purko Ward,LeE5Ma7cpT6,SZapM1R0Kti,Hsk1YV8kHkT,,,,,,
917,9990,KAJIADO,Kajiado Central Sub County,Ildamat Ward,yS9HZLzM3Ah,SZapM1R0Kti,Hsk1YV8kHkT,,,,,,
918,27830,KAJIADO,Kajiado Central Sub County,Dalalekutuk Ward,oqGH96tt2v4,SZapM1R0Kti,Hsk1YV8kHkT,,,,,,
919,29830,KAJIADO,Kajiado Central Sub County,Matapato north Ward,quFXokobrnW,SZapM1R0Kti,Hsk1YV8kHkT,,,,,,
920,31161,KAJIADO,Kajiado Central Sub County,Matapato south Ward,PPE8hAClees,SZapM1R0Kti,Hsk1YV8kHkT,,,,,,
921,29488,KAJIADO,Kajiado East Sub County,Kaputiei north Ward,BQ7G5kGe1Cv,g6gTzQ5nfYq,Hsk1YV8kHkT,,,,,,
922,30663,KAJIADO,Kajiado East Sub County,Kitengela Ward,L6v0cndEtYB,g6gTzQ5nfYq,Hsk1YV8kHkT,,,,,,
923,34175,KAJIADO,Kajiado East Sub County,Oloosirkon/sholinke Ward,oXm4Fpl0iEr,g6gTzQ5nfYq,Hsk1YV8kHkT,,,,,,
924,24559,KAJIADO,Kajiado East Sub County,Kenyawa-poka Ward,KONREaUfSht,g6gTzQ5nfYq,Hsk1YV8kHkT,,,,,,
925,17096,KAJIADO,Kajiado East Sub County,Imaroro Ward,ZvbwkucYq4T,g6gTzQ5nfYq,Hsk1YV8kHkT,,,,,,
926,38912,KAJIADO,Kajiado West Sub County,Keekonyokie Ward,ZwZ7vxnP9WF,wYsCfCAUWNB,Hsk1YV8kHkT,,,,,,
1912,27952,Kisumu,Kisumu East Sub County,Manyatta B Ward,It7fWcKbcZX,PRpKwAloU5b,tAbBVBbueqD,,,,,,
943,31177,KERICHO,Kipkelion West Sub County,Chilchila Ward,aNuklGLRul5,Taw0Zg7nArd,ihZsJ8alvtb,,,,,,
944,27845,KERICHO,Ainamoi Sub County,Kapsoit Ward,oNPVt1oUD8L,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
945,17377,KERICHO,Ainamoi Sub County,Ainamoi Ward,ZJyTpeyEcK5,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
946,28345,KERICHO,Ainamoi Sub County,Kapkugerwet Ward,D2NqKgPvDTJ,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
947,29765,KERICHO,Ainamoi Sub County,Kipchebor Ward,H7KO7IjHYfk,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
948,11860,KERICHO,Ainamoi Sub County,Kipchimchim Ward,pI2ju7BZsfE,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
949,29121,KERICHO,Ainamoi Sub County,Kapsaos Ward,V4rpRD8L2PY,GshNTMZJ5r1,ihZsJ8alvtb,,,,,,
950,21402,KERICHO,Bureti Sub County,Kisiara Ward,isMgPdVs6v0,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
951,20912,KERICHO,Bureti Sub County,Tebesonik Ward,Fz7L53g5qRy,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
952,22834,KERICHO,Bureti Sub County,Cheboin Ward,hLTIOtzQE9w,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
953,26553,KERICHO,Bureti Sub County,Chemosot Ward,dbSH3rqE3n1,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
954,26275,KERICHO,Bureti Sub County,Litein Ward,rkbxH4r1ceD,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
955,26940,KERICHO,Bureti Sub County,Cheplanget Ward,qqTlgrxWdkY,wt8cPHWfkfu,ihZsJ8alvtb,,,,,,
957,33674,KERICHO,Belgut Sub County,Waldai Ward,yG5oV3cleu9,YnIAWg1T4AY,ihZsJ8alvtb,,,,,,
958,35091,KERICHO,Belgut Sub County,Kabianga Ward,yr6iJLD5JmG,YnIAWg1T4AY,ihZsJ8alvtb,,,,,,
1814,38133,Mombasa,Nyali  Sub County,Kadzandani Ward,FydnlJp81aR,sr8WEz03EnP,wsBsC6gjHvn,,,,,,
1794,35395,Nakuru,Nakuru East  Sub County,Nakuru East Ward,W1Kv7kfFzub,FBJ9Y11esHS,ob6SxuRcqU4,,,,,,
1795,33779,Mombasa,Changamwe Sub County,Port Reitz Ward,oflRkUjvrdd,OvI6w06DhPJ,wsBsC6gjHvn,,,,,,
962,36175,KERICHO,Sigowet/Soin Sub County,Sigowet Ward,BzWaUDxCn6y,ScLzA7tQxrH,ihZsJ8alvtb,,,,,,
963,31753,KERICHO,Sigowet/Soin Sub County,Kaplelartet Ward,pPJvbpIWpvb,ScLzA7tQxrH,ihZsJ8alvtb,,,,,,
964,16124,KERICHO,Sigowet/Soin Sub County,Soliat Ward,dUgf0oEF9if,ScLzA7tQxrH,ihZsJ8alvtb,,,,,,
965,21072,KERICHO,Sigowet/Soin Sub County,Soin Ward,bHrDi28DWdF,ScLzA7tQxrH,ihZsJ8alvtb,,,,,,
1816,26036,Mombasa,Likoni  Sub County,Shika Adabu Ward,cFjb7QOxAMu,iy93Mmi73Or,wsBsC6gjHvn,,,,,,
1804,39432,Mombasa,Kisauni  Sub County,Junda Ward,sHr1V63b6gP,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1805,24918,Mombasa,Kisauni  Sub County,Bamburi Ward,J9QXQIm43fW,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1806,8929,Mombasa,Kisauni  Sub County,Mwakirunge Ward,zkZxEdH45U1,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1807,26603,Mombasa,Kisauni  Sub County,Mtopanga Ward,hi7bKqPsdhE,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1913,28269,Kisumu,Kisumu East Sub County,Nyalenda A Ward,roJc7UkCD2l,PRpKwAloU5b,tAbBVBbueqD,,,,,,
1809,38067,Mombasa,Kisauni  Sub County,Shanzu Ward,ZvkGsTVOoog,C1hO6wNOgrH,wsBsC6gjHvn,,,,,,
1811,42187,Mombasa,Nyali  Sub County,Ziwa La Ng'ombe Ward,XhBDUNeFqF6,sr8WEz03EnP,wsBsC6gjHvn,,,,,,
1812,30576,Mombasa,Nyali  Sub County,Mkomani Ward,FXRGaOT9JD8,sr8WEz03EnP,wsBsC6gjHvn,,,,,,
1815,28168,Mombasa,Likoni  Sub County,Mtongwe Ward,SwcDu8wwQiR,iy93Mmi73Or,wsBsC6gjHvn,,,,,,
125,25991,TAITA TAVETA,Voi Sub County,Mbololo Ward,arVnioHdpH6,yoGLpCTgjed,QyGNX2DpR4h,,,,,,
1817,29154,Mombasa,Likoni  Sub County,Bofu Ward,dHlamDlw0NG,iy93Mmi73Or,wsBsC6gjHvn,,,,,,
1826,35027,Kilifi,Kilifi North Sub County,Sokoni Ward,M5NeUqFK6KO,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
1828,29603,Kilifi,Kilifi North Sub County,Dabaso Ward,rgdgbj0yHfG,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
1830,25982,Kilifi,Kilifi North Sub County,Watamu Ward,FmnSathgx18,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
1833,25072,Kilifi,Kilifi South Sub County,Mwarakaya Ward,sWZmeA6lkx9,xWAZBULwGxp,nrI2khZx3d0,,,,,,
1835,29294,Kilifi,Kilifi South Sub County,Chasimba Ward,yi6G0JRSjwo,xWAZBULwGxp,nrI2khZx3d0,,,,,,
1836,34643,Kilifi,Kilifi South Sub County,Mtepeni Ward,Z6pxPuARGdF,xWAZBULwGxp,nrI2khZx3d0,,,,,,
1837,43199,Kilifi,Kaloleni Sub County,Mariakani Ward,utg5SKGYTGO,tSKDWoVKiPo,nrI2khZx3d0,,,,,,
1838,35040,Kilifi,Kaloleni Sub County,Kayafungo Ward,FzfEfKdj7p6,tSKDWoVKiPo,nrI2khZx3d0,,,,,,
1839,56026,Kilifi,Kaloleni Sub County,Kaloleni Ward,KOJIrVBHq0c,tSKDWoVKiPo,nrI2khZx3d0,,,,,,
1840,21474,Kilifi,Kaloleni Sub County,Mwanamwinga Ward,B2L7OVm0ZO1,tSKDWoVKiPo,nrI2khZx3d0,,,,,,
1843,17311,Kilifi,Rabai Sub County,Kambe/ribe Ward,rJRyj2PndJ3,hJf4rt7cvI6,nrI2khZx3d0,,,,,,
1922,14806,Kisumu,Kisumu Central Sub County,Shauri Moyo Kaloleni Ward,UqLylL8NY0G,OpLt8IgyHop,tAbBVBbueqD,,,,,,
1846,37830,Kilifi,Ganze Sub County,Bamba Ward,BE24fZlEXxt,x7qUMtZZvo9,nrI2khZx3d0,,,,,,
1847,24958,Kilifi,Ganze Sub County,Jaribuni Ward,JLTt8kf6vtA,x7qUMtZZvo9,nrI2khZx3d0,,,,,,
1849,17497,Kilifi,Malindi Sub County,Jilore Ward,nqJwUrOo66m,lGg3wEy784X,nrI2khZx3d0,,,,,,
1850,17965,Kilifi,Malindi Sub County,Kakuyuni Ward,ckJv892Aokb,lGg3wEy784X,nrI2khZx3d0,,,,,,
1853,43434,Kilifi,Malindi Sub County,Shella Ward,kKIgRAJckI3,lGg3wEy784X,nrI2khZx3d0,,,,,,
1854,16847,Kilifi,Magarini Sub County,Marafa Ward,Icchyn9Ob1j,KMWrMZrlO5u,nrI2khZx3d0,,,,,,
1855,40694,Kilifi,Magarini Sub County,Magarini Ward,uI1MltAs8p3,KMWrMZrlO5u,nrI2khZx3d0,,,,,,
1879,30325,Siaya,Ugenya Sub County,West Ugenya Ward,XdZKE7HcK5B,InECuIlzJGx,u4t9H8XyU9P,,,,,,
1880,21270,Siaya,Ugenya Sub County,Ukwala Ward,AxesNVgsvhq,InECuIlzJGx,u4t9H8XyU9P,,,,,,
1881,27081,Siaya,Ugenya Sub County,North Ugenya Ward,quAHj7k172D,InECuIlzJGx,u4t9H8XyU9P,,,,,,
1882,30258,Siaya,Ugenya Sub County,East Ugenya Ward,XIgwnIXyBx0,InECuIlzJGx,u4t9H8XyU9P,,,,,,
1883,24527,Siaya,Ugunja Sub County,Sidindi Ward,rngZkqTBd03,m9nsQ1MXlVU,u4t9H8XyU9P,,,,,,
1884,29632,Siaya,Ugunja Sub County,Sigomere Ward,WrmJKkvfjDl,m9nsQ1MXlVU,u4t9H8XyU9P,,,,,,
1885,39213,Siaya,Ugunja Sub County,Ugunja Ward,pHKNjOmIqg4,m9nsQ1MXlVU,u4t9H8XyU9P,,,,,,
1886,13601,Siaya,Alego Usonga Sub County,Usonga Ward,utYTK2xBC3k,Cu46otDi1RO,u4t9H8XyU9P,,,,,,
1887,32234,Siaya,Alego Usonga Sub County,West Alego Ward,zaHyyp9lXME,Cu46otDi1RO,u4t9H8XyU9P,,,,,,
1888,30993,Siaya,Alego Usonga Sub County,Central Alego Ward,fpnhZCEZEGQ,Cu46otDi1RO,u4t9H8XyU9P,,,,,,
1889,32252,Siaya,Alego Usonga Sub County,Siaya Township Ward,bcaDvBIDj6b,Cu46otDi1RO,u4t9H8XyU9P,,,,,,
1890,34846,Kwale,Msambweni Sub County,Gombato Bongwe Ward,ByAmsolBen5,ADMywdLwoRX,N7YETT3A9r1,,,,,,
126,12030,TAITA TAVETA,Voi Sub County,Sagala Ward,IawwjaYnKtR,yoGLpCTgjed,QyGNX2DpR4h,,,,,,
1915,22126,Kisumu,Kisumu West Sub County,South West Kisumu Ward,hAzpUozlCyI,YzEDO9Mq4TR,tAbBVBbueqD,,,,,,
2005,23096,Kisii,Kitutu Chache South Sub County,Nyakoe Ward,z8JmM1WxmgG,gPR82w2xgJZ,sPkRcDvhGWA,,,,,,
2006,50363,Kisii,Kitutu Chache South Sub County,Kisii Central Ward,erVsVGwRwBc,gPR82w2xgJZ,sPkRcDvhGWA,,,,,,
2008,38384,Nairobi,Westlands  Sub County,Parklands/highridge Ward,QhDd2LAuXAF,f1T0Ltob8VQ,jkG3zaihdSs,,,,,,
2012,43122,Nairobi,Dagoretti North Sub County,Kilimani Ward,yXbOIljEz90,CcTr4bcVGAG,jkG3zaihdSs,,,,,,
2015,27202,Nairobi,Dagoretti North Sub County,Kileleshwa Ward,DnVTXbCnup5,CcTr4bcVGAG,jkG3zaihdSs,,,,,,
802,27793,BARINGO,Mogotio Sub County,Mogotio Ward,duv5obCpRzb,k5sxmlXAtIg,vvOK1BxTbet,,,,,,
803,16508,BARINGO,Mogotio Sub County,Emining Ward,uhTYg7CLmOd,k5sxmlXAtIg,vvOK1BxTbet,,,,,,
804,16658,BARINGO,Mogotio Sub County,Kisanana Ward,LYDEE54oZAu,k5sxmlXAtIg,vvOK1BxTbet,,,,,,
805,21140,BARINGO,Koibatek Sub County,Lembus Ward,KUL5AR13rwy,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
806,20207,BARINGO,Koibatek Sub County,Lembus kwen Ward,YoFhsT3n9Ln,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
807,17026,BARINGO,Koibatek Sub County,Ravine Ward,ikiFHlCFCCq,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
808,18881,BARINGO,Koibatek Sub County,Mumberes/Maji Mazuri Ward,b85TEdR4eRk,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
809,15871,BARINGO,Koibatek Sub County,Lembus/Perkerra Ward,NmgTZ010rTT,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
810,12148,BARINGO,Koibatek Sub County,Koibatek Ward,NFMLHmkjDil,Yl9UDBnDvvW,vvOK1BxTbet,,,,,,
811,17731,LAIKIPIA,Laikipia West Sub County,Ol-Moran Ward,IZGBFhMdekx,pXbWrnFPpKb,xuFdFy6t9AH,,,,,,
812,21630,LAIKIPIA,Laikipia West Sub County,Rumuruti Township Ward,JoGNwQRLIWT,pXbWrnFPpKb,xuFdFy6t9AH,,,,,,
2030,35355,Nairobi,Kibra  Sub County,Woodley/kenyatta Golf Course Ward,Smgomyf1mXV,LO5he3DtiFG,jkG3zaihdSs,,,,,,
937,36330,KERICHO,Kipkelion East Sub County,Kedowa/kimugul Ward,tqCrm5nojsI,gU0Cz7Qlfss,ihZsJ8alvtb,,,,,,
938,36284,KERICHO,Kipkelion East Sub County,Chepseon Ward,k828CVWMS7V,gU0Cz7Qlfss,ihZsJ8alvtb,,,,,,
939,14665,KERICHO,Kipkelion East Sub County,Tendeno/sorget Ward,OrFIWXUMeP6,gU0Cz7Qlfss,ihZsJ8alvtb,,,,,,
940,18001,KERICHO,Kipkelion West Sub County,Kunyak Ward,phnXUDE38Bv,Taw0Zg7nArd,ihZsJ8alvtb,,,,,,
941,20079,KERICHO,Kipkelion West Sub County,Kamasian Ward,O7GqFgG69Md,Taw0Zg7nArd,ihZsJ8alvtb,,,,,,
942,25501,KERICHO,Kipkelion West Sub County,Kipkelion Ward,fLlw3oVxfPp,Taw0Zg7nArd,ihZsJ8alvtb,,,,,,
1818,21639,Mombasa,Likoni  Sub County,Likoni Ward,y9LgUAIGBj7,iy93Mmi73Or,wsBsC6gjHvn,,,,,,
2034,38912,Nairobi,Roysambu  Sub County,Zimmerman Ward,m3CPhYAMMRN,j7GpbairCOi,jkG3zaihdSs,,,,,,
2035,40331,Nairobi,Roysambu  Sub County,Roysambu Ward,RRAEO9Ltfec,j7GpbairCOi,jkG3zaihdSs,,,,,,
2038,39156,Nairobi,Kasarani  Sub County,Mwiki Ward,LWZoX1NZFa1,FoqzDgIByL6,jkG3zaihdSs,,,,,,
2039,21353,Nairobi,Kasarani  Sub County,Kasarani Ward,eVnnqyuwBfa,FoqzDgIByL6,jkG3zaihdSs,,,,,,
1923,18902,Kisumu,Kisumu Central Sub County,Market Milimani Ward,wTeTHBlXnQj,OpLt8IgyHop,tAbBVBbueqD,,,,,,
2045,20705,Nairobi,Ruaraka  Sub County,Lucky Summer Ward,cUX8GhsuLPn,Cc8uEFkzfVf,jkG3zaihdSs,,,,,,
2046,41946,Nairobi,Ruaraka  Sub County,Korogocho Ward,TqSqq39Jbcz,Cc8uEFkzfVf,jkG3zaihdSs,,,,,,
1827,24492,Kilifi,Kilifi North Sub County,Kibarani Ward,MrSf22UB5d3,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
1829,33563,Kilifi,Kilifi North Sub County,Matsangoni Ward,XWYco24xiw4,MEkEH8ZmcOU,nrI2khZx3d0,,,,,,
2050,56198,Nairobi,Embakasi South Sub County,Pipeline Ward,vjOR4Xpi2TY,aDp1odOWYC1,jkG3zaihdSs,,,,,,
1924,48004,Kisumu,Kisumu Central Sub County,Kondele Ward,pOsTvaq49pN,OpLt8IgyHop,tAbBVBbueqD,,,,,,
1819,61011,Mombasa,Likoni  Sub County,Timbwani Ward,bZcRxqnzRy0,iy93Mmi73Or,wsBsC6gjHvn,,,,,,
1925,32430,Kisumu,Kisumu Central Sub County,Nyalenda B Ward,yz3WGD5x3v2,OpLt8IgyHop,tAbBVBbueqD,,,,,,
1926,28456,Kisumu,Seme Sub County,West Seme Ward,ulkhuNyw2MH,LRNmnMw1fBs,tAbBVBbueqD,,,,,,
1927,23213,Kisumu,Seme Sub County,Central Seme Ward,o6cVZ72goEk,LRNmnMw1fBs,tAbBVBbueqD,,,,,,
1928,21688,Kisumu,Seme Sub County,East Seme Ward,BRDtIETwfeW,LRNmnMw1fBs,tAbBVBbueqD,,,,,,
1929,25448,Kisumu,Seme Sub County,North Seme Ward,b2DzrddWnYN,LRNmnMw1fBs,tAbBVBbueqD,,,,,,
1930,17334,Kisumu,Nyando Sub County,East Kano/wawidhi Ward,ONutw6s6W4y,iRK9uABUTVZ,tAbBVBbueqD,,,,,,
1931,25065,Kisumu,Nyando Sub County,Kabonyo Kanyagwal,LCXl4ftRJYy,iRK9uABUTVZ,tAbBVBbueqD,,,,,,
1932,36261,Kisumu,Nyando Sub County,Kobura Ward,s2NvoXiAGWj,iRK9uABUTVZ,tAbBVBbueqD,,,,,,
